Gender,Age,Height,Weight,Heart_Rate,Body_Temp,Calories,Duration
male,38,181,82,101,40.9,136,24
male,36,195,100,77,39,9,4
male,69,177,76,102,40.3,108,15
male,21,197,89,83,39.8,21,9
female,53,167,69,110,41,206,30
male,26,187,84,104,40.3,95,17
female,28,139,42,93,40,45,9
female,23,172,65,108,40.6,161,26
female,64,176,74,97,39.1,34,6
female,47,166,64,107,40.6,137,21
male,50,193,99,81,38.3,11,3
female,49,185,79,102,41.2,157,27
female,28,161,58,100,40.4,116,21
female,24,171,64,89,39.8,54,13
female,33,140,45,90,39.5,57,12
female,72,165,69,86,38.7,19,4
male,60,192,98,91,39.8,56,10
female,51,168,66,84,40.1,45,11
male,75,188,96,103,40.4,169,21
male,47,187,95,90,40.4,57,12
female,46,170,69,103,40.6,156,26
female,37,159,62,89,39.6,40,9
male,30,194,91,112,40.7,185,26
female,56,149,49,92,40.1,74,14
male,40,172,69,102,40.3,90,16
female,26,170,63,106,40.4,133,22
female,45,170,62,86,39.4,34,8
male,41,200,103,103,40.5,118,18
female,23,143,45,91,39.3,19,4
male,49,171,71,107,40.8,185,27
female,23,161,55,83,38.3,11,3
female,25,168,66,91,39.7,39,9
male,53,179,78,93,40.8,102,20
male,43,193,92,104,40,85,13
female,37,161,57,78,38.7,10,3
female,34,160,63,119,41.3,220,29
female,55,160,62,95,40.7,103,19
male,32,186,86,80,38.5,7,3
male,53,179,79,86,39.7,37,9
female,33,178,72,89,39.9,38,9
male,20,189,92,108,40.9,170,28
female,22,173,73,85,39.1,25,7
male,47,167,74,103,40,112,18
female,35,160,58,77,38.2,6,2
male,20,190,86,103,40.7,114,22
female,31,149,48,87,39.8,30,7
female,42,178,72,104,40.6,138,23
male,57,192,97,96,40.4,105,17
male,37,185,85,90,39.6,40,10
female,70,179,80,105,40.5,143,22
male,31,183,81,78,39.7,15,8
male,30,197,95,91,40.2,49,12
male,61,169,75,106,41.1,177,24
female,35,159,63,92,40.4,90,19
female,67,167,63,89,40,59,12
male,72,187,83,105,40.8,190,24
female,25,175,73,86,39.8,38,10
female,60,169,64,98,40.2,93,16
male,23,186,93,108,40.2,118,19
female,67,154,58,92,39.9,48,9
female,49,164,62,84,38.5,8,2
female,30,163,64,89,40.4,60,14
female,66,145,52,110,40.5,176,24
female,32,182,81,92,39.1,18,4
male,38,171,76,101,40.9,138,25
male,24,187,85,75,39.9,10,9
female,29,173,66,92,40.4,87,19
female,32,162,63,88,39.9,59,14
male,56,182,86,105,40.7,144,20
female,67,155,56,74,39,14,4
female,44,168,67,81,40.5,69,19
female,60,158,59,77,38.6,14,4
male,36,196,103,99,39.7,57,10
female,69,138,44,102,40.4,146,22
female,24,164,61,81,40,54,16
female,45,168,60,83,40,48,12
male,20,200,94,103,40.7,134,25
male,28,180,81,108,41.2,174,28
male,57,197,93,82,38.4,8,2
male,55,182,87,95,39.8,68,12
female,53,150,54,86,40.2,68,15
male,40,186,92,105,40.8,151,23
female,55,184,73,97,40.1,87,16
male,49,187,86,90,39.8,51,11
female,45,174,77,97,40.4,78,15
male,56,190,95,82,39,20,5
male,32,151,58,99,40.6,87,19
male,33,189,88,90,39.7,39,10
female,39,169,62,113,41,204,29
male,24,190,92,91,40,48,13
male,26,197,99,118,41.1,240,30
male,24,173,70,79,37.7,1,1
male,34,170,68,103,40.5,126,23
male,44,186,86,101,40,79,13
male,28,186,78,91,40.2,68,19
female,32,149,49,93,40.3,74,15
male,21,189,90,103,40.9,122,23
male,55,195,100,100,40.9,141,21
female,78,179,80,100,40.8,128,21
male,31,193,97,94,39.7,41,9
male,22,188,85,87,38.2,9,3
female,56,177,76,86,39.6,47,11
male,36,171,75,90,40.3,49,13
female,27,146,49,98,40.5,119,22
female,54,179,72,110,40.9,192,28
male,23,190,95,104,40.5,153,27
male,21,175,71,88,38.7,8,3
male,25,176,75,102,40.4,106,21
female,76,174,69,86,39.9,57,12
female,31,157,58,104,40.4,144,24
male,67,177,77,77,38.3,10,3
male,64,184,87,89,40,63,12
male,39,203,103,74,38.2,4,2
female,21,153,56,115,40.9,204,29
male,26,184,86,96,39.4,35,8
female,27,172,69,104,41,138,24
male,20,183,87,106,40.1,141,25
male,77,170,74,107,40.8,199,24
female,31,168,69,86,39,24,6
male,42,180,83,114,40.8,219,28
female,21,169,64,104,41,138,24
female,27,163,60,82,38.7,14,4
female,26,144,44,88,40.2,66,15
female,30,142,52,104,40.9,182,30
female,59,155,55,96,40.4,113,20
male,30,181,79,95,40.1,43,10
female,27,167,63,104,40.2,88,15
male,30,185,87,87,39.7,33,10
female,26,163,62,97,40.2,77,15
female,60,161,64,100,40.3,126,21
female,76,151,55,112,40.5,207,27
female,48,158,54,91,38.9,20,4
male,28,168,75,101,40.9,126,25
female,20,170,59,83,39.3,21,6
female,30,167,66,99,40.9,144,27
male,46,174,80,89,38.1,8,2
male,42,179,80,93,39.4,37,8
female,58,149,54,107,40.4,164,24
male,59,187,93,85,39.3,27,6
female,26,170,66,107,40.3,122,20
female,47,155,57,99,40.7,121,21
female,32,157,52,100,40.3,113,20
male,44,184,89,96,40.2,75,14
female,54,175,71,88,39.7,50,11
male,28,181,82,83,38.6,7,3
male,60,194,101,92,39.7,75,13
female,42,152,58,97,39.8,49,9
female,63,162,61,102,41,170,27
female,32,161,59,110,40.7,166,25
female,30,157,55,95,40.3,86,17
female,30,157,52,96,40.5,120,23
female,40,169,70,97,40.5,94,18
male,21,184,87,96,39.9,42,10
male,75,188,98,95,39.2,48,7
male,49,181,84,104,40.8,187,28
male,44,175,79,95,40.7,95,19
male,23,175,75,97,40.3,63,15
female,44,183,82,103,40.4,116,20
male,29,180,82,103,40.5,105,19
male,54,190,94,86,39.8,35,8
male,66,189,88,85,39.8,38,8
male,34,191,96,101,40.3,87,15
female,28,175,71,83,39.3,21,6
female,46,155,60,98,39.8,56,10
female,25,167,65,94,39.8,66,14
male,55,195,102,85,39.5,36,8
female,65,153,55,103,40.5,117,18
male,23,179,80,101,41,142,29
female,20,178,70,81,39.5,16,5
female,63,175,72,86,39.2,40,9
female,59,169,69,82,38,4,1
male,23,177,85,113,40.7,150,22
female,48,154,57,91,38.6,10,2
female,54,154,58,82,39.4,28,7
male,45,187,91,109,41,185,25
male,24,174,80,99,40.1,56,12
female,26,176,63,92,40.5,77,17
female,79,158,62,85,40,62,13
female,59,154,55,101,39.7,56,9
female,55,164,63,84,39.3,25,6
male,28,169,75,100,40.6,73,15
female,23,148,47,87,39.5,33,8
male,41,178,84,79,37.7,3,1
female,50,160,53,107,40.8,181,27
female,35,143,44,95,40.1,85,16
female,20,157,56,103,40.4,149,26
male,57,180,87,90,40.2,96,19
female,24,170,67,95,39.4,38,8
female,63,155,58,88,40.2,68,14
female,64,148,50,112,40.8,211,28
male,27,178,81,96,40,48,11
female,29,160,60,80,38.2,7,2
male,26,169,73,85,39.8,25,10
female,68,162,59,93,40,71,13
female,46,151,51,108,40.9,190,28
male,25,181,84,102,40.6,99,19
male,73,179,87,91,39.6,60,10
female,41,157,59,85,38.6,12,3
male,71,186,82,100,40.2,135,19
female,59,135,38,98,40.4,104,17
female,67,173,73,88,38,5,1
male,57,175,82,112,40.2,181,22
male,43,175,79,83,39.4,16,5
male,73,188,95,103,40.4,167,21
female,33,170,64,105,40.6,169,28
male,42,182,87,107,40.1,144,21
male,52,201,105,104,40.7,168,23
male,73,184,82,104,40.7,211,27
male,22,181,78,87,40.3,40,15
female,45,158,57,110,40.5,165,24
male,39,174,76,83,40.5,49,17
female,47,174,73,101,40.9,161,28
male,67,212,124,87,40.1,94,16
male,48,186,85,88,40.6,72,17
female,75,157,61,77,39.2,19,5
male,34,184,84,103,40.7,174,30
male,20,192,91,97,40.1,53,12
female,27,162,58,88,40.3,55,13
male,36,185,79,89,39.1,22,6
female,21,165,61,85,40.4,56,15
male,22,189,93,76,38.4,4,3
female,31,179,73,91,40.3,79,18
male,31,191,94,98,40.3,98,19
male,21,179,74,81,38.6,5,3
female,25,166,68,100,40.2,64,12
female,50,177,73,88,39.3,26,6
male,31,192,96,95,40.4,57,12
male,45,190,87,98,40,79,14
female,30,160,59,98,40.6,101,19
male,74,200,109,99,40.1,131,17
male,57,182,84,108,40.9,215,28
female,41,188,79,102,40.4,142,25
male,72,195,99,99,40.4,111,15
male,67,186,89,110,41.1,249,29
male,47,182,89,113,41.1,242,30
female,55,170,72,99,40.7,119,21
male,77,203,102,94,40.1,104,15
male,58,172,77,80,39.3,20,6
female,29,176,67,88,40.1,54,13
female,52,165,65,93,39,36,7
male,68,183,90,104,40.8,186,24
male,37,182,82,89,39.8,42,11
female,36,167,69,95,39.8,60,12
female,39,163,60,91,40.2,57,12
female,20,155,51,86,39.9,44,11
female,21,167,64,90,40.1,55,13
male,31,193,98,87,38.5,7,2
female,38,162,60,96,40.5,99,19
female,21,180,75,100,40.6,103,20
female,49,171,64,89,39.6,28,6
male,31,179,82,87,39.1,19,6
female,28,159,56,93,40,53,11
female,54,162,59,114,40.8,179,24
male,33,186,83,116,40.3,185,24
male,67,181,84,93,39.9,53,9
female,22,163,59,104,40.1,93,16
female,49,172,69,104,40.7,142,23
male,46,171,73,101,40.7,152,26
female,43,166,66,89,40.1,54,12
female,40,160,59,81,39.8,26,7
female,32,163,66,101,40.7,106,19
male,54,186,90,84,39.4,28,7
male,25,193,86,101,40.5,118,23
female,58,167,62,105,40.7,183,28
male,74,189,87,93,39.8,57,9
male,43,184,88,89,39.2,17,4
male,54,180,79,105,40.3,132,19
female,47,173,69,80,37.3,4,1
female,41,149,54,102,40.7,156,26
male,22,194,93,90,39.6,28,8
female,64,163,60,103,40.4,155,24
female,53,177,77,95,40.1,88,17
male,22,163,62,86,38.3,9,4
female,32,153,55,89,39.5,36,8
female,56,162,66,88,39.4,32,7
female,51,180,76,86,39.3,33,8
female,53,171,68,102,41.1,145,24
male,22,186,81,101,40.3,102,21
female,24,157,56,98,39.7,79,15
female,20,162,57,95,39.8,58,12
female,22,150,52,102,40.7,125,22
male,39,165,69,108,41,195,30
female,49,161,57,89,40.2,47,10
male,68,190,99,98,40.4,133,19
male,37,172,77,105,40.5,134,22
female,41,180,73,119,41.1,219,29
male,44,192,94,109,41.1,208,28
male,36,197,96,97,40.4,121,23
male,44,173,69,107,40.9,178,27
female,48,175,69,101,40.3,122,21
male,22,200,104,92,40.3,68,17
female,64,170,69,85,39.7,48,11
female,39,174,74,106,40.8,159,26
female,52,169,70,99,40.4,79,14
male,20,193,98,100,40.7,110,22
female,38,157,57,83,39.3,19,5
female,64,167,64,101,40.1,105,17
male,65,204,112,106,40.9,209,25
male,21,173,71,111,40.9,171,28
female,44,180,74,98,39.9,70,13
female,67,191,91,99,40.7,147,26
female,59,156,56,98,39.9,59,10
male,51,187,91,98,40.9,145,24
female,64,176,77,112,40.8,194,27
male,27,180,83,93,40.2,51,13
male,58,199,102,91,40.4,83,15
female,63,173,67,110,40.6,170,24
female,59,154,56,102,40.8,145,23
female,43,152,56,105,40.6,158,25
female,50,165,71,101,40.4,122,21
female,65,137,41,83,38.7,14,3
male,49,177,78,106,40.9,158,23
female,44,168,70,94,40.3,90,18
male,42,179,81,87,40.3,60,16
female,52,161,64,96,41,130,24
female,79,166,71,98,38.9,30,5
male,45,183,85,100,40.2,101,17
male,36,184,93,93,39.8,51,11
female,39,181,78,88,39.4,25,6
male,59,169,76,78,39.4,25,8
male,36,183,88,88,38.8,22,6
female,78,152,57,83,40,55,12
male,38,190,94,118,40.7,238,28
male,22,207,110,81,37.8,2,1
male,71,187,92,109,40.4,234,27
male,55,194,100,92,39.4,61,11
male,40,190,90,86,39.1,15,4
female,44,148,53,87,39.8,36,8
female,37,176,73,82,38.8,11,3
male,55,180,86,104,40.3,183,26
female,45,159,65,113,40.8,192,27
female,20,155,60,102,40.5,117,21
male,36,200,100,85,39.5,25,7
female,37,144,47,96,40,92,17
male,46,180,78,99,40.7,142,25
male,55,194,102,88,40,50,10
male,29,177,81,78,37.7,2,1
male,75,196,99,99,41,218,29
male,34,178,80,106,40.4,130,21
male,33,188,83,93,40.5,72,17
female,50,155,59,113,40.3,131,18
male,34,179,73,85,39.2,14,5
female,52,179,76,90,39.8,42,9
female,32,188,77,88,40.7,69,17
male,23,191,96,89,39,24,7
female,67,175,74,103,41,158,25
male,58,212,111,95,40.3,127,20
male,60,173,79,98,40.7,161,26
female,25,157,59,82,39.7,39,11
male,43,205,113,119,41,260,28
male,62,185,86,90,38.5,16,3
male,52,175,82,91,39.6,43,9
female,57,159,52,98,40.4,100,17
male,20,173,71,99,40.1,55,13
female,40,165,61,86,38,4,1
male,24,163,66,118,40.5,137,19
male,30,203,99,87,38.5,11,3
female,58,185,80,103,40.4,115,19
female,75,143,49,86,40.3,75,15
male,21,180,76,74,37.6,1,1
male,33,193,91,89,40.3,50,13
male,22,183,84,76,37.8,1,1
male,24,190,95,93,40.2,53,13
male,68,178,77,89,39.8,42,8
male,78,195,97,103,40.5,205,25
female,25,151,57,95,40.2,74,15
female,42,178,74,97,40.4,99,19
female,60,189,83,86,38.3,13,3
male,67,189,94,100,40.8,165,23
female,25,159,60,94,39.4,34,7
male,73,185,88,92,39.7,61,10
female,43,164,63,106,40.9,146,23
female,38,166,61,115,40.8,203,28
male,37,186,88,102,39.9,88,15
male,48,192,88,107,40.8,172,24
male,65,201,104,78,39.6,28,7
male,30,178,76,81,39.9,17,8
male,23,186,86,97,41,106,24
female,24,170,64,79,38.1,6,2
female,47,149,54,87,39.5,27,6
male,29,181,78,91,39.3,22,6
female,53,165,67,104,40.8,131,21
female,53,166,68,105,40.8,184,29
female,55,157,57,101,40.8,165,27
female,55,169,71,91,39.7,44,9
female,71,160,63,83,38.7,13,3
female,52,161,64,86,40.3,70,16
male,38,172,70,102,40.6,133,24
female,48,166,70,87,38.8,17,4
female,20,151,46,98,40.8,133,25
female,33,156,56,89,39.4,27,6
female,42,160,61,103,40.6,121,20
male,52,187,95,89,39.8,48,10
male,73,175,79,86,39.4,30,6
male,33,177,80,102,40.5,138,25
female,30,163,63,83,40.3,51,14
male,66,187,93,85,40.1,44,9
male,25,174,76,88,39.4,15,5
male,35,173,70,102,40.8,146,27
male,22,191,85,96,40.9,113,27
female,41,159,60,97,40.8,97,18
male,31,213,108,111,41.1,214,29
female,49,180,80,83,38.5,8,2
male,37,170,69,91,39.1,19,5
male,41,176,70,100,40.5,92,17
male,77,206,106,95,40,72,10
female,27,149,55,98,40.6,133,25
female,20,168,63,109,40.7,182,29
male,25,182,85,101,40.9,128,25
female,54,174,68,95,39.4,48,9
female,20,175,74,108,40.8,144,24
female,42,152,60,94,40.2,81,16
male,21,193,86,102,40.4,61,12
female,20,157,49,111,40.1,160,24
male,37,189,97,88,39.7,44,11
male,26,171,77,105,40.7,156,28
female,21,136,45,102,40.5,92,16
male,21,178,78,99,40.5,89,20
female,77,155,62,85,38.9,19,4
male,45,179,82,107,40.6,180,26
male,66,178,85,112,40.7,227,26
male,66,189,91,81,39.1,21,5
female,48,162,65,92,40.1,49,10
female,32,169,62,75,39.2,11,4
female,62,144,47,95,40.5,103,18
male,30,182,81,113,40.7,198,28
male,26,180,76,90,40.1,36,11
male,57,193,100,84,40.1,57,13
male,28,177,78,110,40.8,142,22
male,32,177,76,98,40.6,101,21
male,25,179,76,105,40.8,165,30
male,43,189,87,106,40.5,149,22
male,36,186,89,103,40.9,132,22
female,25,159,58,96,40.2,86,17
male,55,184,88,78,37.8,3,1
female,38,155,59,115,40.4,204,28
female,53,168,63,99,40.8,127,22
male,49,178,81,97,40.8,117,21
male,25,194,93,69,37.9,1,2
male,24,175,70,90,39.3,25,8
female,25,158,56,85,39.5,35,9
male,21,177,77,104,40.6,125,24
male,47,210,110,88,40.1,57,12
female,20,155,50,82,37.9,7,2
male,37,173,80,97,39.3,45,9
male,35,156,57,88,39.5,30,10
female,46,184,79,97,40.1,89,17
female,49,155,58,96,39.9,55,10
female,29,169,63,106,40.7,146,24
female,28,165,59,91,39.8,54,12
male,45,182,84,113,41,220,28
male,31,183,87,104,40.4,147,25
female,64,159,58,81,39.7,37,9
female,39,165,59,114,40.9,201,28
female,79,149,54,93,40.1,74,13
male,69,190,93,105,40.5,192,24
male,43,176,79,115,41.2,207,26
male,66,185,85,103,41.2,192,26
male,21,200,94,81,39.2,13,6
female,39,169,66,90,39.6,36,8
male,54,167,69,87,39.8,32,8
female,21,168,65,105,41.2,169,29
male,55,181,87,75,37.8,3,1
male,60,167,69,110,40.5,195,25
female,69,172,69,95,39.7,61,11
male,41,176,81,93,40.3,60,13
male,27,198,105,110,40.7,147,21
female,54,148,54,98,40.3,105,18
female,61,162,68,103,40.4,132,21
male,66,183,91,92,40.1,70,12
female,35,152,51,119,40.9,225,29
female,27,175,71,99,40.8,115,22
female,46,151,51,107,41.3,187,28
male,28,169,69,111,40.8,141,22
female,26,161,60,82,39.8,32,9
female,58,173,69,87,39.7,36,8
female,26,162,56,81,39.1,17,5
male,26,187,82,107,40.2,174,29
male,44,179,81,105,40.6,183,28
male,24,195,98,105,40.6,119,20
male,60,176,82,83,38.4,12,3
female,70,172,72,99,40.3,89,15
female,39,148,48,85,38.2,8,2
male,44,183,83,96,40.1,57,11
male,34,171,71,83,39.3,13,5
male,69,171,74,90,39.6,69,13
female,60,160,65,83,39.1,21,5
female,54,161,57,94,39.2,37,7
male,33,187,87,106,40.7,163,26
male,20,177,77,98,39.8,42,10
female,62,167,65,103,40.9,139,22
female,73,153,58,78,38.9,20,5
female,23,166,58,98,40.3,63,12
male,74,197,105,88,39.7,71,12
female,53,154,57,86,38.9,18,4
male,50,187,93,106,40.9,203,28
male,24,193,99,89,40.2,71,20
male,26,175,76,92,40.3,43,12
female,58,159,61,111,41.1,179,25
female,62,166,65,73,37.9,3,1
male,23,193,93,103,41.1,159,29
female,28,170,70,86,40.1,42,11
female,31,176,68,96,40.3,75,15
male,29,175,73,91,39.7,32,9
male,46,195,95,82,40,35,10
male,21,167,65,102,40.5,97,21
female,56,153,50,82,39.6,38,9
male,75,197,103,91,39.1,38,6
male,36,190,95,106,40.7,178,27
female,66,155,62,99,40.5,114,19
female,74,173,78,107,40.9,204,30
male,23,171,72,84,39.4,13,6
male,65,186,85,96,40.5,107,17
female,25,154,52,108,40.5,115,18
male,26,178,79,101,40.5,60,12
male,34,176,78,98,39.7,59,12
female,38,163,66,98,39.9,59,11
male,20,203,103,93,39.8,44,11
female,34,181,72,102,41.2,130,23
male,74,196,94,102,40.7,187,24
female,70,161,62,90,39.2,31,6
female,20,149,52,91,40.4,72,16
female,73,149,55,107,41.2,213,30
female,44,172,75,101,40,79,14
male,33,178,82,108,41.1,194,30
female,60,166,66,111,40.6,157,22
male,51,195,89,94,39.8,65,12
female,67,151,59,105,40.8,181,27
male,52,178,85,79,39.3,19,6
female,37,156,57,96,40.6,116,22
male,49,178,85,91,40.1,71,15
male,54,182,90,106,39.8,125,17
female,25,163,63,96,39.7,74,15
male,35,176,81,107,40.3,134,21
female,38,145,49,91,40.1,82,17
male,33,183,85,99,40.5,93,18
female,72,177,70,97,40.4,93,16
male,69,200,98,96,39.9,115,17
male,40,177,84,82,39.4,21,7
male,27,188,84,100,40.8,126,25
female,51,169,70,106,40.7,179,28
female,20,143,48,107,40.6,169,27
female,40,172,71,101,40.7,113,20
female,41,182,77,115,40.6,163,23
female,76,142,49,99,40.5,147,23
female,38,157,60,109,40.7,185,28
male,33,165,72,81,39.5,13,6
female,37,170,69,118,40.7,186,25
female,35,169,66,75,39,14,5
male,58,175,78,100,40.6,121,19
male,22,196,96,102,40.8,155,29
female,45,182,80,108,40.8,165,26
male,35,169,76,90,40,45,12
female,40,159,63,93,40.2,59,12
male,67,191,90,104,40.9,184,24
female,41,176,71,89,39.9,57,13
male,22,195,95,108,41,181,29
female,44,172,67,86,40.5,71,17
male,20,183,80,94,40.1,41,11
male,45,175,76,84,40.5,50,15
male,24,179,81,97,40.3,83,19
female,79,164,64,98,40.2,110,18
male,26,197,97,102,40.7,111,20
female,59,172,70,96,38.6,11,2
female,50,175,75,116,40.7,184,25
male,40,201,97,99,40,58,10
male,63,154,62,101,40.9,180,28
female,46,162,68,92,38.8,24,5
female,49,156,56,115,40.9,218,29
female,20,170,67,91,39,17,4
male,23,192,91,76,39.6,10,7
male,37,183,90,96,40.2,81,16
female,46,187,82,98,40.7,127,24
male,66,193,97,95,40.6,129,20
female,72,169,71,105,41,193,29
male,55,171,73,101,40,88,14
female,79,145,46,83,38.5,14,3
male,24,176,76,82,39.8,20,10
female,64,166,64,99,40.3,77,13
male,64,179,80,105,40.4,187,25
female,42,177,77,97,39.9,52,10
male,55,171,70,93,40.3,85,17
male,27,179,72,104,41,118,22
male,22,187,90,73,38.9,3,4
male,55,180,89,81,38.8,14,4
male,26,169,72,82,38.3,4,2
female,75,154,58,99,41.2,181,29
male,74,198,104,92,39.7,72,11
male,32,177,82,106,40.6,165,27
female,27,166,62,95,39.7,54,11
male,57,171,78,85,40,57,14
male,56,192,101,96,40.3,111,18
male,51,191,94,82,38.7,22,6
female,60,161,63,89,38.3,14,3
female,49,155,54,91,40.3,70,14
male,30,170,72,86,39,14,5
female,49,164,66,101,40.5,135,23
male,37,186,84,95,40.2,76,16
female,31,165,62,80,38.8,17,5
female,53,177,76,94,40.1,76,15
male,75,177,85,97,39.7,76,11
female,74,167,71,100,40.6,123,20
male,60,204,114,78,38.9,12,3
male,70,177,82,93,40.2,96,16
female,26,158,58,105,40.3,138,23
male,64,188,92,102,40.4,124,17
female,62,172,75,87,39.3,40,9
female,29,183,78,96,40.1,63,13
female,57,151,54,79,38.6,15,4
female,38,152,55,107,40.9,181,28
female,44,161,55,90,39.8,52,11
male,35,187,90,98,40.2,89,17
female,77,179,74,106,40.9,197,29
male,22,188,89,80,39.2,13,7
female,20,178,75,101,40.6,110,21
male,24,185,83,90,40.5,50,15
male,74,182,88,91,39.7,84,14
female,67,155,56,82,38.7,26,6
male,51,182,86,94,38.3,11,2
male,26,187,89,89,40.1,45,13
male,59,191,89,93,40.7,118,21
female,51,152,57,93,40.6,104,20
female,33,159,55,105,40.7,167,27
male,62,177,82,102,40.7,146,21
female,55,177,75,95,39.6,47,9
female,53,150,51,97,39.6,52,9
female,40,149,53,106,41,174,27
female,22,151,54,100,40.2,93,17
male,28,187,85,92,40.2,89,23
female,46,165,69,74,38.5,9,3
male,44,183,85,109,40.3,123,17
male,54,166,76,83,38.3,7,2
male,20,181,80,100,40.8,124,27
female,34,143,51,105,40.7,131,21
female,44,169,67,101,40.5,116,20
female,65,166,62,90,39.6,55,11
male,20,196,92,88,39.8,31,10
female,33,157,64,85,40,35,9
male,50,208,112,90,40,94,18
male,33,187,93,85,38,6,2
female,64,162,70,95,40.4,71,13
male,24,188,93,94,39.6,42,10
female,64,164,61,79,38.1,8,2
male,67,189,97,103,40.7,169,22
female,74,163,64,106,40.8,200,29
female,25,181,70,108,40.2,129,21
male,27,200,104,97,40.2,110,22
male,26,173,72,89,40.2,34,11
female,54,157,54,101,40.9,110,18
female,42,166,69,81,39.4,29,8
female,29,153,49,88,39.9,44,10
male,53,196,97,108,40.9,210,27
female,30,176,73,80,39.6,29,9
female,39,172,66,106,40.6,156,25
male,41,188,82,84,39,16,5
female,35,153,52,87,39.6,43,10
female,46,169,68,111,40.6,137,20
female,24,163,58,103,40.9,144,25
male,21,177,75,86,40.1,39,16
female,21,165,65,88,40.1,48,12
male,20,196,95,89,40,33,10
male,52,183,83,91,40.1,49,10
male,29,171,76,88,40,41,13
female,72,164,65,104,40.1,79,12
female,30,153,56,91,40.4,92,20
female,64,148,51,94,40,90,16
female,30,165,64,101,40.4,111,20
male,68,175,81,79,39.3,23,6
male,25,177,82,85,38.1,5,2
male,21,188,82,85,38.1,5,2
male,75,173,79,87,38.9,26,5
male,67,186,93,86,39.7,45,9
male,26,179,71,97,40.3,68,16
male,36,175,70,104,40.3,138,24
male,64,178,75,94,40.2,114,20
male,77,175,79,84,38.8,20,4
female,71,168,65,81,38.8,21,5
male,60,187,92,81,38.8,12,3
male,48,196,101,97,40.2,95,16
female,29,157,57,85,39.4,20,5
female,59,181,78,103,41,177,29
female,39,144,53,91,40.7,91,19
female,55,174,74,85,39.1,21,5
female,43,154,54,83,39,24,6
female,37,154,61,82,39.5,19,5
male,45,189,91,96,39.1,27,5
male,31,190,96,99,40.9,133,25
male,78,176,79,91,39.5,48,8
female,28,157,59,96,39.8,51,10
male,50,208,112,91,40.3,70,13
male,62,178,85,84,39.2,35,8
male,26,176,81,90,39.7,41,12
male,21,188,93,91,40.3,50,14
male,21,159,64,87,40.3,38,16
male,56,174,82,101,40.7,137,21
female,63,168,65,96,40.3,107,19
female,76,181,76,96,40.7,125,22
male,30,183,83,93,39.7,33,8
female,30,173,62,87,39.5,21,5
female,23,159,55,84,38.4,11,3
male,68,179,85,91,40,74,13
male,37,176,76,115,40.5,198,26
female,47,169,69,113,40.5,198,28
female,76,167,65,102,40.9,168,26
female,28,149,53,109,41,183,28
female,23,160,59,88,40.2,45,11
male,41,183,85,106,40.9,186,28
female,32,170,70,96,40.3,90,18
female,77,174,73,98,40.3,107,18
female,55,174,71,93,40.5,111,22
male,23,191,88,91,39.7,36,10
female,53,159,61,109,39.8,96,14
female,49,164,63,103,40.3,110,18
female,53,161,63,84,40.2,46,11
female,39,158,60,91,39.9,57,12
female,57,180,73,87,39.4,27,6
male,21,190,94,103,40.4,86,16
female,31,173,75,77,38.7,6,2
female,30,174,69,86,40.6,55,14
male,27,186,86,102,40.2,64,12
female,56,173,72,108,40.5,140,21
male,64,180,90,90,39.8,71,13
female,31,151,52,104,40.5,140,23
male,63,177,80,89,38.7,15,3
female,69,144,47,96,40.5,113,19
female,39,159,59,87,39,26,6
female,45,158,66,105,40.7,181,29
male,44,179,81,86,39.4,26,7
male,33,181,82,105,40.5,157,26
female,25,164,60,107,40.5,130,21
female,24,154,56,106,40.9,159,26
female,41,164,64,93,38.8,20,4
male,24,184,80,99,41,107,23
female,26,167,59,106,40.6,171,28
female,30,168,70,103,41.1,160,28
female,20,164,65,105,40.5,145,25
male,37,198,97,82,37.4,3,1
female,53,156,55,74,39.1,16,5
female,40,180,76,80,38.7,13,4
female,66,174,66,83,39.5,30,7
male,26,192,84,78,38.9,8,5
female,28,162,60,84,38.4,11,3
female,66,158,61,112,40.9,223,30
male,79,197,97,91,39.3,32,5
female,27,170,67,77,39.1,15,5
female,39,156,55,95,39.9,78,15
female,21,161,58,115,40.8,210,30
female,47,157,56,102,40.7,146,24
female,20,158,54,96,40,65,13
female,59,156,54,96,40,68,12
male,25,173,72,93,40.5,80,22
male,78,191,94,87,38.7,23,4
male,48,180,86,92,39.3,39,8
male,49,195,98,110,40.8,221,28
female,36,141,48,98,40,78,14
female,20,171,69,99,39.6,46,9
male,21,186,86,107,40.7,163,28
male,60,183,91,107,40.9,235,30
male,76,179,80,94,39.2,58,9
female,58,162,62,103,40.9,158,25
male,31,176,80,81,39.7,25,11
female,63,171,68,84,39.8,30,7
male,38,186,88,94,39.8,81,17
female,25,171,72,96,40.7,116,24
female,25,166,64,98,40.5,119,23
male,68,191,97,76,38.9,18,5
female,24,157,52,85,40,43,11
male,35,167,76,92,39.6,28,7
male,54,168,72,113,41.3,217,27
female,24,160,60,104,40.2,99,17
female,28,172,71,86,40,42,11
male,20,190,83,86,38.8,10,4
male,24,194,93,92,39.4,35,9
male,40,195,98,93,40.5,88,18
female,30,160,63,87,40.4,57,14
female,40,183,78,92,40.6,92,20
female,66,153,61,96,40.7,126,22
female,30,179,70,72,38.3,5,2
male,20,172,75,88,39.7,27,10
male,48,177,86,114,41,221,27
female,40,164,57,108,40.6,178,27
female,26,174,73,104,40.8,120,21
male,64,186,90,108,40.2,171,21
